ADDRESS,LOCATION_NAME,STREET_NAME,RACKS,SPACES,PLACEMENT,MO_INSTALLED,YR_INSTALLED,COORDINATES
791 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2003,"HAIGHT
(37.77131900, -122.43510700)"
816 FOLSOM ST,UK,FOLSOM,1,2,SW,UK,2003,"FOLSOM
(37.78180000, -122.40184000)"
82 14TH ST,Chez Spencer,14TH ST,1,2,SW,UK,2003,"14TH ST
(37.76881400, -122.41511100)"
822 GEARY ST,Goodwill,GEARY,1,2,SW,UK,2003,"GEARY
(37.78653000, -122.41700500)"
842 COLE ST,UK,COLE,1,2,SW,UK,2003,"COLE
(37.76619600, -122.44977700)"
86 CARL ST,Burgermeister,CARL,1,2,SW,UK,2003,"CARL
(37.76599800, -122.44967800)"
888 BRANNAN ST,Gift Center and Jewelry Market,BRANNAN,1,2,SW,UK,2003,"BRANNAN
(37.77201500, -122.40519300)"
900 ALABAMA ST,Mullen & Mullen Sewing Contractor,ALABAMA,1,2,SW,UK,2003,"ALABAMA
(37.75723366, -122.41159187)"
901 VALENCIA ST,La Rondalla Restaurant,20TH ST,1,2,SW,UK,2003,"20TH ST
(37.75835100, -122.42095800)"
926 TARAVAL ST,Chase,TARAVAL,1,2,SW,UK,2003,"TARAVAL
(37.74326800, -122.47636100)"
938 VALENCIA ST,Dolores Street Community Services,VALENCIA,1,2,SW,UK,2003,"VALENCIA
(37.75791409, -122.42149783)"
955 VALENCIA ST,UK,VALENCIA,1,2,SW,UK,2003,"VALENCIA
(37.75765400, -122.42089200)"
972 MARKET ST,UK,MARKET,1,2,SW,UK,2003,"MARKET
(37.78303500, -122.40995000)"
999 VALENCIA ST,Valencia Whole Foods,21ST ST,1,2,SW,UK,2003,"21ST ST
(37.75708270, -122.42083810)"
101 GEARY ST,Swatch,GEARY,1,2,SW,UK,2004,"GEARY
(37.78759700, -122.40528000)"
101 GEARY ST,Swatch,GEARY,1,2,SW,UK,2004,"GEARY
(37.78759700, -122.40528000)"
1235 MISSION ST,multiple,MISSION,1,2,SW,UK,2004,"MISSION
(37.77666000, -122.41352100)"
1326 CHURCH ST,Valley Chiropractic,CHURCH,1,2,SW,UK,2004,"CHURCH
(37.74952900, -122.42741600)"
1360 09TH AVE,Nan King Road Bistro,09TH AVE,1,2,SW,UK,2004,"09TH AVE
(37.76291600, -122.46590300)"
1360 09TH AVE,Nan King Road Bistro,09TH AVE,1,2,SW,UK,2004,"09TH AVE
(37.76291600, -122.46590300)"
1400 EVANS AVE,CCSF,EVANS,1,2,SW,UK,2004,"EVANS
(37.74179800, -122.38470700)"
1400 EVANS AVE,CCSF,EVANS,1,2,SW,UK,2004,"EVANS
(37.74179800, -122.38470700)"
1455 MARKET ST,McDonald's / Gracie's Cafe,MARKET,1,2,SW,UK,2004,"MARKET
(37.77522800, -122.41746600)"
1519 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2004,"HAIGHT
(37.76974300, -122.44726900)"
1519 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2004,"HAIGHT
(37.76974300, -122.44726900)"
1600 DIVISADERO ST,Mt Zion,DIVISADERO,1,2,SW,UK,2004,"DIVISADERO
(37.78489100, -122.43892800)"
1701 DIVISADERO ST,medical offices,DIVISADERO,1,2,SW,UK,2004,"DIVISADERO
(37.78548800, -122.44023800)"
180 NEW MONTGOMERY ST,Art Academy University,NEW MONTGOMERY,1,2,SW,UK,2004,"NEW MONTGOMERY
(37.78625100, -122.39952100)"
201 BERRY ST,Philz Coffee,BERRY,3,3,SW,UK,2004,"BERRY
(37.77470400, -122.39408300)"
2254 POLK ST,Cole Hardware,POLK,1,2,SW,UK,2004,"POLK
(37.79749700, -122.42180800)"
2288 MISSION ST,Taqueria Cancun,MISSION,1,2,SW,UK,2004,"MISSION
(37.76047100, -122.41951300)"
2295 HARRISON ST,Mission Cliffs,HARRISON,1,2,SW,UK,2004,"HARRISON
(37.76091600, -122.41233400)"
26 04TH ST,Container Store,04TH ST,1,2,SW,UK,2004,"04TH ST
(37.78499000, -122.40567700)"
26 04TH ST,Container Store,04TH ST,1,2,SW,UK,2004,"04TH ST
(37.78499000, -122.40567700)"
260 05TH ST,UK,05TH ST,1,2,SW,UK,2004,"05TH ST
(37.78046100, -122.40450600)"
260 05TH ST,UK,05TH ST,1,2,SW,UK,2004,"05TH ST
(37.78046100, -122.40450600)"
271 09TH ST,UK,09TH ST,1,2,SW,UK,2004,"09TH ST
(37.77426900, -122.41180900)"
271 09TH ST,UK,09TH ST,1,2,SW,UK,2004,"09TH ST
(37.77426900, -122.41180900)"
2825 CALIFORNIA ST,UK,CALIFORNIA,1,2,SW,UK,2004,"CALIFORNIA
(37.78783800, -122.44073100)"
2825 CALIFORNIA ST,UK,CALIFORNIA,1,2,SW,UK,2004,"CALIFORNIA
(37.78783800, -122.44073100)"
2857 24TH ST,Galeria de la Raza,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75251838, -122.40933529)"
3200 CALIFORNIA ST,Jewish Communtiy Center,CALIFORNIA,5,10,SW,UK,2004,"CALIFORNIA
(37.78748600, -122.44738500)"
3409 24TH ST,Papalote,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75194000, -122.42094300)"
350 KANSAS ST,UK,KANSAS,1,2,SW,UK,2004,"KANSAS
(37.76537100, -122.40390800)"
3501 CALIFORNIA ST,Chico's,CALIFORNIA,1,2,SW,UK,2004,"CALIFORNIA
(37.78623400, -122.45160900)"
398 DOLORES ST,Maxfield's House of Coffee,DOLORES,1,2,SW,UK,2004,"DOLORES
(37.76315500, -122.42662900)"
399 GROVE ST,Boxing Room,GROVE,1,2,SW,UK,2004,"GROVE
(37.77760400, -122.42276400)"
410 BUSH ST,Academy of Art University,BUSH,1,2,SW,UK,2004,"BUSH
(37.79117000, -122.40454700)"
411 HAYES ST,UK,HAYES,1,2,SW,UK,2004,"HAYES
(37.77659700, -122.42315600)"
455 VALENCIA ST,Samasource,VALENCIA,1,2,SW,UK,2004,"VALENCIA
(37.76565000, -122.42164100)"
480 05TH ST,UK,05TH ST,1,2,SW,UK,2004,"05TH ST
(37.77792400, -122.40085700)"
488 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2004,"HAIGHT
(37.77235700, -122.43026800)"
55 04TH ST,Marriot,04TH ST,1,2,SW,UK,2004,"04TH ST
(37.78539600, -122.40439100)"
560 03RD ST,UK,03RD ST,1,2,SW,UK,2004,"03RD ST
(37.78041100, -122.39509500)"
562 MARKET ST,Grant's Tobacconists,MARKET,1,2,SW,UK,2004,"MARKET
(37.78987900, -122.40118800)"
577 02ND ST,UK,02ND ST,1,2,SW,UK,2004,"02ND ST
(37.78226300, -122.39214300)"
602 03RD ST,UK,03RD ST,1,2,SW,UK,2004,"03RD ST
(37.77982478, -122.39435597)"
630 IRVING ST,Crossroads,07TH AVE,1,2,SW,UK,2004,"07TH AVE
(37.76435500, -122.46477000)"
65 09TH ST,UK,09TH ST,1,2,SW,UK,2004,"09TH ST
(37.77677000, -122.41494800)"
659 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2004,"HAIGHT
(37.77153000, -122.43299100)"
659 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2004,"HAIGHT
(37.77153000, -122.43299100)"
699 08TH ST,UK,08TH ST,1,2,SW,UK,2004,"08TH ST
(37.77102200, -122.40354600)"
701 BAY SHORE BLVD,San Francisco Antique and Design,BAYSHORE,1,2,SW,UK,2004,"BAYSHORE
(37.73597064, -122.40613868)"
734 BRYANT ST,Fight and Fitness Inc,BRYANT,1,2,SW,UK,2004,"BRYANT
(37.77737700, -122.40125600)"
806 SOUTH VAN NESS AVE,Bender's Bar and Grill,19TH ST,1,2,SW,UK,2004,"19TH ST
(37.76019900, -122.41727900)"
101 CLEMENT ST,Fabrix,CLEMENT,1,2,SW,UK,2004,"CLEMENT
(37.78288969, -122.46029535)"
101 UTAH ST,Oceanic Restaurant,UTAH,1,2,SW,UK,2004,"UTAH
(37.76788200, -122.40631100)"
1095 MARKET ST,UK,MARKET,1,2,SW,UK,2004,"MARKET
(37.78032900, -122.41201400)"
112 12TH ST,warehouse,12TH ST,1,2,SW,UK,2004,"12TH ST
(37.77187400, -122.41787200)"
1129 FOLSOM ST,UK,FOLSOM,1,2,SW,UK,2004,"FOLSOM
(37.77598800, -122.40837300)"
1141 POLK ST,Space Gallery,POLK,1,2,SW,UK,2004,"POLK
(37.78746600, -122.42029800)"
117 DIAMOND ST,Marin Preparatory School,DIAMOND,2,4,SW,UK,2004,"DIAMOND
(37.76012400, -122.43679900)"
120 BATTERY ST,UK,BATTERY,1,2,SW,UK,2004,"BATTERY
(37.79252500, -122.39941600)"
1200 POLK ST,El Super Burrito,SUTTER,1,2,SW,UK,2004,"SUTTER
(37.78805133, -122.41986249)"
1218 VALENCIA ST,Cut Loose,VALENCIA,1,2,SW,UK,2004,"VALENCIA
(37.75334600, -122.42104100)"
1233 17TH ST,Bottom of the Hill bar,17TH ST,1,2,SW,UK,2004,"17TH ST
(37.76492200, -122.39641500)"
1234 POLK ST,Quetzal,POLK,1,2,SW,UK,2004,"POLK
(37.78846836, -122.41998809)"
125 GRANT AVE,Hermes,GRANT,1,2,SW,UK,2004,"GRANT
(37.78807700, -122.40535400)"
128 KING ST,UK,KING,1,2,SW,UK,2004,"KING
(37.77950700, -122.39071000)"
1303 VAN NESS AVE,UK,VAN NESS,1,2,SW,UK,2004,"VAN NESS
(37.78774100, -122.42230900)"
1305 VAN NESS AVE,UK,VAN NESS,1,2,SW,UK,2004,"VAN NESS
(37.78762400, -122.42186800)"
1312 POLK ST,UK,POLK,1,2,SW,UK,2004,"POLK
(37.78897000, -122.42009800)"
1314 22ND AVE,Post Office,22ND AVE,1,2,SW,UK,2004,"22ND AVE
(37.76318470, -122.47999146)"
1331 POLK ST,Chai Yo Thai Restaurant,POLK,1,2,SW,UK,2004,"POLK
(37.78924600, -122.42065300)"
1334 POLK ST,Polk Street Produce,POLK,1,2,SW,UK,2004,"POLK
(37.78932200, -122.42020300)"
135 MISSISSIPPI ST,UK,MISSISSIPPI,1,2,SW,UK,2004,"MISSISSIPPI
(37.76472600, -122.39452200)"
1356 PACIFIC AVE,UK,PACIFIC,1,2,SW,UK,2004,"PACIFIC
(37.79558900, -122.41762700)"
1364 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2004,"HAIGHT
(37.77058000, -122.44469600)"
1369 HAIGHT ST,Bound Together,HAIGHT,1,2,SW,UK,2004,"HAIGHT
(37.77011700, -122.44469800)"
1386 PACIFIC AVE,UK,PACIFIC,1,2,SW,UK,2004,"PACIFIC
(37.79566000, -122.41793800)"
1399 BUSH ST,Polk Bush Garage,BUSH,2,4,GA,UK,2004,"BUSH
(37.78846800, -122.41998800)"
1420 CALIFORNIA ST,UK,CALIFORNIA,1,2,SW,UK,2004,"CALIFORNIA
(37.79099100, -122.41785000)"
1443 OCEAN AVE,Ocean Pizza,OCEAN,1,2,SW,UK,2004,"OCEAN
(37.72399900, -122.45794000)"
1474 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2004,"HAIGHT
(37.77006500, -122.44662300)"
1477 VAN NESS AVE,UK,VAN NESS,1,2,SW,UK,2004,"VAN NESS
(37.78905000, -122.42295600)"
1490 03RD ST,UCSF,03RD ST,3,3,SW,UK,2004,"03RD ST
(37.77014638, -122.38987095)"
1498 POLK ST,Out of the Closet,POLK,1,2,SW,UK,2004,"POLK
(37.79043900, -122.42036800)"
1515 POLK ST,Nara Sushi,POLK,1,2,SW,UK,2004,"POLK
(37.79082800, -122.42096900)"
1541 POLK ST,UK,POLK,1,2,SW,UK,2004,"POLK
(37.79108300, -122.42105500)"
1552 OCEAN AVE,Thorne Hats,OCEAN,1,2,SW,UK,2004,"OCEAN
(37.72475300, -122.45905200)"
1555 CLEMENT ST,San Francisco Brewcraft,CLEMENT,1,2,SW,UK,2004,"CLEMENT
(37.78220500, -122.47611400)"
1572 CALIFORNIA ST,Lumiere Theatre,CALIFORNIA,1,2,SW,UK,2004,"CALIFORNIA
(37.79096100, -122.42011300)"
1573 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2004,"HAIGHT
(37.76962700, -122.44806000)"
1576 03RD ST,UCSF,03RD ST,3,3,SW,UK,2004,"03RD ST
(37.76856044, -122.38967783)"
1597 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2004,"HAIGHT
(37.76963600, -122.44832800)"
1630 POLK ST,True Value Hardware,POLK,1,2,SW,UK,2004,"POLK
(37.79203100, -122.42068000)"
1644 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2004,"HAIGHT
(37.76997600, -122.44942800)"
165 CAPP ST,Mission Neighborhood Resource Center,CAPP,1,2,SW,UK,2004,"CAPP
(37.76405800, -122.41831200)"
1650 03RD ST,Laundry Locker Cleaners,03RD ST,3,3,SW,UK,2004,"03RD ST
(37.76796300, -122.38949500)"
1680 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2004,"HAIGHT
(37.76965400, -122.44987000)"
169 STEUART ST,YMCA,STEUART,1,2,SW,UK,2004,"STEUART
(37.79269900, -122.39198200)"
1695 MARKET ST,Delessio Market & Bakery,MARKET,2,4,SW,UK,2004,"MARKET
(37.77255100, -122.42193200)"
1750 DIVISADERO ST,Starbucks,DIVISADERO,1,2,SW,UK,2004,"DIVISADERO
(37.78597400, -122.43969700)"
1782 CHURCH ST,UK,CHURCH,1,2,SW,UK,2004,"CHURCH
(37.74235300, -122.42682300)"
1800 OAKDALE AVE,UK,OAKDALE,1,2,SW,UK,2004,"OAKDALE
(37.73705300, -122.39412900)"
1801 MCALLISTER ST,Green Chile Kitchen & Market,BAKER,1,2,SW,UK,2004,"BAKER
(37.77719340, -122.44193091)"
1812 DIVISADERO ST,El Burrito Express,DIVISADERO,1,2,SW,UK,2004,"DIVISADERO
(37.78646100, -122.43982400)"
1813 POLK ST,Maneframe,POLK,1,2,SW,UK,2004,"POLK
(37.79357600, -122.42158500)"
1828 CLEMENT ST,dental office,CLEMENT,1,2,SW,UK,2004,"CLEMENT
(37.78253300, -122.47899800)"
1830 HARRISON ST,UK,HARRISON,1,2,SW,UK,2004,"HARRISON
(37.76798500, -122.41395400)"
1836 DIVISADERO ST,Ocean Taqueria,DIVISADERO,1,2,SW,UK,2004,"DIVISADERO
(37.78672500, -122.43978100)"
1901 OCEAN AVE,King's Coffee Shop,OCEAN,1,2,SW,UK,2004,"OCEAN
(37.72503000, -122.46249800)"
1904 FILLMORE ST,Cassandria Blackmore,FILLMORE,1,2,SW,UK,2004,"FILLMORE
(37.78658977, -122.43307745)"
1915 OCEAN AVE,In Style,OCEAN,1,2,SW,UK,2004,"OCEAN
(37.72520200, -122.46264900)"
1916 IRVING ST,i Cafe (CLOSED),IRVING,1,2,SW,UK,2004,"IRVING
(37.76371300, -122.47859600)"
1935 OCEAN AVE,Ocean Cyclery,OCEAN,1,2,SW,UK,2004,"OCEAN
(37.72533500, -122.46310700)"
1941 OCEAN AVE,Ocean Taqueria,OCEAN,1,2,SW,UK,2004,"OCEAN
(37.72539200, -122.46325800)"
1949 POST ST,Central Ace Hardware,POST,1,2,SW,UK,2004,"POST
(37.78487100, -122.43371600)"
1967 MARKET ST,FedEx,MARKET,1,2,SW,UK,2004,"MARKET
(37.76939200, -122.42604400)"
201 KING ST,UK,03RD ST,3,3,SW,UK,2004,"03RD ST
(37.77752751, -122.39168557)"
2016 CHESTNUT ST,T Mobile,CHESTNUT,1,2,SW,UK,2004,"CHESTNUT
(37.80095300, -122.43673800)"
2029 FILLMORE ST,Lilith,FILLMORE,1,2,SW,UK,2004,"FILLMORE
(37.78831100, -122.43406600)"
2040 CHESTNUT ST,GapBody,CHESTNUT,1,2,SW,UK,2004,"CHESTNUT
(37.80089700, -122.43717500)"
2055 CHESTNUT ST,Wells Fargo,CHESTNUT,1,2,SW,UK,2004,"CHESTNUT
(37.80025300, -122.43691900)"
2068 CHESTNUT ST,Chadwick's of London,CHESTNUT,1,2,SW,UK,2004,"CHESTNUT
(37.80084800, -122.43770000)"
207 KING ST,UK,KING,3,3,SW,UK,2004,"KING
(37.77752800, -122.39168600)"
2085 CHESTNUT ST,Pure Beauty,CHESTNUT,1,2,SW,UK,2004,"CHESTNUT
(37.80051600, -122.43757500)"
2101 FOLSOM ST,digipop,17TH ST,1,2,SW,UK,2004,"17TH ST
(37.76367600, -122.41517100)"
2108 CHESTNUT ST,Janie and Jack,CHESTNUT,1,2,SW,UK,2004,"CHESTNUT
(37.80079900, -122.43825800)"
2159 CHESTNUT ST,Gap,CHESTNUT,1,2,SW,UK,2004,"CHESTNUT
(37.80020900, -122.43877000)"
2181 IRVING ST,Yum Yum Fish,IRVING,1,2,SW,UK,2004,"IRVING
(37.76314100, -122.48112400)"
2217 MARKET ST,Bombay Indian Restaurant,MARKET,1,2,SW,UK,2004,"MARKET
(37.76508400, -122.43140900)"
2219 CHESTNUT ST,Benefit Cosemtics,CHESTNUT,1,2,SW,UK,2004,"CHESTNUT
(37.80023400, -122.43981100)"
222 KEARNY ST,UK,KEARNY,1,2,SW,UK,2004,"KEARNY
(37.79019600, -122.40366400)"
2222 POLK ST,Polk & Green Produce Market,POLK,1,2,SW,UK,2004,"POLK
(37.79749700, -122.42180800)"
225 KING ST,Rich Sorro Commons,KING,3,3,SW,UK,2004,"KING
(37.77720600, -122.39266800)"
2269 CHESTNUT ST,UK,CHESTNUT,1,2,SW,UK,2004,"CHESTNUT
(37.79998000, -122.44057900)"
23 GRANT AVE,UK,GRANT,1,2,SW,UK,2004,"GRANT
(37.78714700, -122.40520700)"
2306 FILLMORE ST,Supercuts,FILLMORE,1,2,SW,UK,2004,"FILLMORE
(37.79099100, -122.43398300)"
2323 CHESTNUT ST,UK,CHESTNUT,1,2,SW,UK,2004,"CHESTNUT
(37.79992900, -122.44148700)"
2323 POLK ST,UK,POLK,1,2,SW,UK,2004,"POLK
(37.79822300, -122.42253200)"
2331 MARKET ST,IXIA,MARKET,1,2,SW,UK,2004,"MARKET
(37.76334400, -122.43362700)"
2365 CHESTNUT ST,Asa Sushi,CHESTNUT,1,2,SW,UK,2004,"CHESTNUT
(37.79977100, -122.44222500)"
2400 HARRISON ST,"American Grilled Cheese Kitchen, The",20TH ST,1,2,SW,UK,2004,"20TH ST
(37.75889400, -122.41274600)"
255 BERRY ST,UK,BERRY,3,3,SW,UK,2004,"BERRY
(37.77418600, -122.39474300)"
264 KEARNY ST,Starbucks,BUSH,1,2,SW,UK,2004,"BUSH
(37.79066300, -122.40376400)"
265 KING ST,Avalon at Mission Bay,KING,3,3,SW,UK,2004,"KING
(37.77621600, -122.39394400)"
266 SUTTER ST,Posh Bagel,SUTTER,1,2,SW,UK,2004,"SUTTER
(37.78985900, -122.40500000)"
270 DIVISADERO ST,City Copy and Print Center,DIVISADERO,1,2,SW,UK,2004,"DIVISADERO
(37.77170800, -122.43683300)"
2739 GEARY BLVD,Nani's Coffee,GEARY,1,2,SW,UK,2004,"GEARY
(37.78197100, -122.44849200)"
2807 24TH ST,Madrigal Printing,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75264667, -122.40834399)"
2901 CALIFORNIA ST,DREW Prepatrory School,CALIFORNIA,1,2,SW,UK,2004,"CALIFORNIA
(37.78751300, -122.44236000)"
2930 LYON ST,UK,LYON,1,2,SW,UK,2004,"LYON
(37.79802400, -122.44691500)"
2950 24TH ST,El Farolito Restaurant,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75285500, -122.41113600)"
2977 24TH ST,J&W Laundromat,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75242900, -122.41142800)"
298 VALENCIA ST,Carlin's Cafe,VALENCIA,1,2,SW,UK,2004,"VALENCIA
(37.76830400, -122.42253100)"
301 KING ST,Panera Bread,KING,3,3,SW,UK,2004,"KING
(37.77551900, -122.39422800)"
3100 16TH ST,Val 16 Market,16TH ST,2,4,SW,UK,2004,"16TH ST
(37.76513944, -122.42223293)"
3128 24TH ST,Sun Rise Restaurant,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75270100, -122.41470300)"
3166 24TH ST,Chilli Cha Cha Thai Restaurant,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75261200, -122.41565200)"
32 OTIS ST,City Ballet School,OTIS,2,4,SW,UK,2004,"OTIS
(37.77280100, -122.41957400)"
320 SAN BRUNO AVE,UPS,SAN BRUNO,1,2,SW,UK,2004,"SAN BRUNO
(37.76571000, -122.40571000)"
3200 24TH ST,Napper Tandy,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75247200, -122.41658800)"
321 DIVISADERO ST,Yoga Loft,DIVISADERO,1,2,SW,UK,2004,"DIVISADERO
(37.77255800, -122.43768100)"
322 HAYES ST,Fringe Salon,HAYES,1,2,SW,UK,2004,"HAYES
(37.77728531, -122.42188657)"
3248 SCOTT ST,UK,SCOTT,1,2,SW,UK,2004,"SCOTT
(37.79996700, -122.44081700)"
3285 21ST ST,Jay's Cheesesteak?,21ST ST,1,2,SW,UK,2004,"21ST ST
(37.75679800, -122.42081000)"
3286 22ND ST,Latin American Club,22ND ST,1,2,SW,UK,2004,"22ND ST
(37.75548474, -122.42068142)"
3295 22ND ST,Esperpento Restaurant?,22ND ST,1,2,SW,UK,2004,"22ND ST
(37.75515800, -122.42065300)"
3301 GEARY BLVD,Abbey Carpet,GEARY,1,2,SW,UK,2004,"GEARY
(37.78124900, -122.45438200)"
3316 24TH ST,Dance Mission Theatre,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75239900, -122.41880400)"
3320 24TH ST,Cafe La Boheme,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75239884, -122.41880358)"
3324 17TH ST,Saraha Kadampa Buddhist Center,17TH ST,1,2,SW,UK,2004,"17TH ST
(37.76360200, -122.42017600)"
3349 18TH ST,Balompie,18TH ST,1,2,SW,UK,2004,"18TH ST
(37.76177994, -122.41801683)"
3380 24TH ST,Michelle's Hair Salon,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75232800, -122.42017900)"
3388 24TH ST,Phat Philly,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75224700, -122.42037400)"
341 KEARNY ST,UK,KEARNY,1,2,SW,UK,2004,"KEARNY
(37.79131500, -122.40435000)"
3419 CALIFORNIA ST,Peet's Coffee,CALIFORNIA,1,2,SW,UK,2004,"CALIFORNIA
(37.78638900, -122.45041000)"
3464 19TH ST,Lexington Club,19TH ST,1,2,SW,UK,2004,"19TH ST
(37.76034427, -122.42079980)"
3491 19TH ST,Valencia Eyewear,19TH ST,1,2,SW,UK,2004,"19TH ST
(37.75994800, -122.42112900)"
353 KING ST,UK,KING,3,3,SW,UK,2004,"KING
(37.77530800, -122.39493400)"
3605 18TH ST,residential,18TH ST,3,6,SW,UK,2004,"18TH ST
(37.76136200, -122.42418900)"
3614 18TH ST,Fayes Video,18TH ST,1,2,SW,UK,2004,"18TH ST
(37.76173300, -122.42429200)"
3641 SACRAMENTO ST,UK,SACRAMENTO,1,2,SW,UK,2004,"SACRAMENTO
(37.78723900, -122.45263800)"
3685 SACRAMENTO ST,UK,SACRAMENTO,1,2,SW,UK,2004,"SACRAMENTO
(37.78714300, -122.45325400)"
3701 SACRAMENTO ST,UK,SACRAMENTO,1,2,SW,UK,2004,"SACRAMENTO
(37.78711800, -122.45372500)"
3782 24TH ST,Basso's,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75183500, -122.42714600)"
3801 SACRAMENTO ST,UK,SACRAMENTO,1,2,SW,UK,2004,"SACRAMENTO
(37.78682900, -122.45544800)"
383 KING ST,Avalon at Mission Bay,KING,3,3,SW,UK,2004,"KING
(37.77530800, -122.39493400)"
3838 24TH ST,The Dubliner,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75183200, -122.42832800)"
3858 24TH ST,Spectacles for Humans,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75181300, -122.42888100)"
3897 18TH ST,ImagiKnit,18TH ST,1,2,SW,UK,2004,"18TH ST
(37.76094393, -122.43034946)"
3901 18TH ST,Urban Bread,18TH ST,1,2,SW,UK,2004,"18TH ST
(37.76101800, -122.43078500)"
3913 24TH ST,Savor,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75129300, -122.43003700)"
3914 24TH ST,See Jane Run,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75177700, -122.43012800)"
3915 24TH ST,Joshua Simon,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75129300, -122.43003700)"
396 HAYES ST,UK,HAYES,1,2,SW,UK,2004,"HAYES
(37.77714100, -122.42268900)"
3963 24TH ST,Vivon's Clothing Store,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75123800, -122.43095300)"
3979 24TH ST,Sway,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75121600, -122.43131100)"
400 VALENCIA ST,Little Star Pizza,VALENCIA,2,4,SW,UK,2004,"VALENCIA
(37.76637800, -122.42241300)"
401 VALENCIA ST,Pica PicaáMaizeáKitchen,VALENCIA,1,2,SW,UK,2004,"VALENCIA
(37.76640900, -122.42171400)"
4031 24TH ST,Supercuts,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75113600, -122.43263200)"
405 VALENCIA ST,Hotel Royan,VALENCIA,1,2,SW,UK,2004,"VALENCIA
(37.76640900, -122.42171400)"
4068 24TH ST,Qoio,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75158100, -122.43338900)"
4089 24TH ST,Gallery of Jewels,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75118900, -122.43379000)"
4112 24TH ST,multiple,24TH ST,1,2,SW,UK,2004,"24TH ST
(37.75151300, -122.43456900)"
432 CASTRO ST,Injeanious Lounge,CASTRO,1,2,SW,UK,2004,"CASTRO
(37.76196100, -122.43542100)"
44 GOUGH ST,multiple,GOUGH,1,2,SW,UK,2004,"GOUGH
(37.77271200, -122.42096600)"
440 POTRERO AVE,UK,POTRERO,1,2,SW,UK,2004,"POTRERO
(37.76415600, -122.40791000)"
4517 03RD ST,Super Save,03RD ST,1,2,SW,UK,2004,"03RD ST
(37.73655100, -122.38970000)"
4526 03RD ST,Bakery San Marcos,03RD ST,1,2,SW,UK,2004,"03RD ST
(37.73688568, -122.39027833)"
457 HYDE ST,UK,HYDE,1,2,SW,UK,2004,"HYDE
(37.78505600, -122.41646900)"
4622 03RD ST,United Beauty Salon,03RD ST,1,2,SW,UK,2004,"03RD ST
(37.73609800, -122.39055400)"
468 CASTRO ST,A.G. Ferrari Foods,CASTRO,1,2,SW,UK,2004,"CASTRO
(37.76139900, -122.43541200)"
4699 03RD ST,Providence Foundation,03RD ST,1,2,SW,UK,2004,"03RD ST
(37.73568600, -122.39003200)"
473 HAIGHT ST,UK,HAIGHT,1,2,SW,UK,2004,"HAIGHT
(37.77189200, -122.42987800)"
4780 MISSION ST,Burger King,MISSION,1,2,SW,UK,2004,"MISSION
(37.72170300, -122.43737900)"
4825 MISSION ST,Ricca's,MISSION,1,2,SW,UK,2004,"MISSION
(37.72105800, -122.43720700)"
49 KEARNY ST,UK,KEARNY,1,2,SW,UK,2004,"KEARNY
(37.78857500, -122.40384100)"
491 POTRERO AVE,UK,POTRERO,1,2,SW,UK,2004,"POTRERO
(37.76335800, -122.40696700)"
4920 03RD ST,Peking Wok,03RD ST,1,2,SW,UK,2004,"03RD ST
(37.73382000, -122.39138800)"
4923 03RD ST,UK,03RD ST,1,2,SW,UK,2004,"03RD ST
(37.73354300, -122.39080700)"
4950 MISSION ST,Safeway,MISSION,1,2,SW,UK,2004,"MISSION
(37.71966000, -122.43918800)"
